geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,cc,cc2,admin1,admin2,admin3,admin4,population,dem,timezone,moddate
4047350,Macedonia Baptist Church,Macedonia Baptist Church,"Macedonia Baptist Church,Macedonia Church",33.50206,-87.73196,S,CH,US,,AL,125,,,0,160,167,America/Chicago,2010-02-14
4047351,Belle School (historical),Belle School (historical),,31.14323,-86.36134,S,SCH,US,,AL,039,,,0,68,70,America/Chicago,2006-01-15
4047352,Red Bud Mine,Red Bud Mine,,33.69455,-87.26389,S,MN,US,,AL,127,,,0,160,147,America/Chicago,2006-01-15
4047353,Belle Terre,Belle Terre,,33.40844,-86.83249,P,PPLX,US,,AL,073,,,0,278,283,America/Chicago,2007-02-14
4047354,Old Sparta,Old Sparta,"Old Sparta,Sparta",31.36295,-86.98719,P,PPL,US,,AL,035,,,0,76,79,America/Chicago,2006-01-15
4047355,Belle Vista,Belle Vista,"Bella Vista,Belle Vista",33.3765,-86.32692,P,PPL,US,,AL,121,,,0,133,142,America/Chicago,2010-02-14
4047356,Murchison Cemetery,Murchison Cemetery,,32.78679,-86.25775,S,CMTY,US,,AL,037,,,0,154,160,America/Chicago,2010-02-14
4047357,Bellefontaine,Bellefontaine,"Bel Fonten,Bel'-Fonten,Belle Fontaine,Bellefontaine,Bellefountaine,bei er fang dan,bl fwntayn  alabama,bl fwntyn  alabama,byl fwntayn,Бел Фонтен,Бель-Фонтен,بل فونتاین، آلاباما,بل فونتین، آلاباما,بيل فونتاين,貝爾方丹",30.49353,-88.10361,P,PPL,US,,AL,097,,,608,2,8,America/Chicago,2011-05-14
4047358,Mobley Dam,Mobley Dam,,34.3201,-88.0167,S,DAM,US,,AL,059,,,0,153,158,America/Chicago,2006-01-15
4047359,Bellefontaine Church,Bellefontaine Church,,30.44659,-88.11611,S,CH,US,,AL,097,,,0,6,9,America/Chicago,2006-01-15
4047360,Miller Steam Plant Ash Pond Dam,Miller Steam Plant Ash Pond Dam,,33.60677,-87.06333,S,DAM,US,,AL,073,,,0,91,105,America/Chicago,2006-01-15
4047361,Bellefontaine Creek,Bellefontaine Creek,,30.59047,-87.51248,H,STM,US,,AL,003,,,0,5,14,America/Chicago,2006-01-15
4047362,Mize Cemetery,Mize Cemetery,"Mize Cemetery,Mize-Wadkins Cemetery",31.03657,-87.25914,S,CMTY,US,,AL,053,,,0,74,75,America/Chicago,2006-01-15
4047363,Belle Ellen,Belle Ellen,,33.12456,-87.05722,P,PPL,US,,AL,007,,,0,103,111,America/Chicago,2006-01-15
4047364,Mulligan Gap,Mulligan Gap,,34.39176,-87.28057,T,GAP,US,,AL,079,,,0,243,260,America/Chicago,2006-01-15
4047365,Bellefonte,Bellefonte,"Beleefonte,Bellefonte",34.71119,-85.94526,P,PPL,US,,AL,071,,,0,197,195,America/Chicago,2010-02-14
4047366,Mount Andrew Cemetery,Mount Andrew Cemetery,,31.93459,-87.535,S,CMTY,US,,AL,131,,,0,80,81,America/Chicago,2006-01-15
4047367,Bellefonte Bar,Bellefonte Bar,,34.69119,-85.92359,T,BAR,US,,AL,071,,,0,181,180,America/Chicago,2006-01-15
4047368,Mount Pleasant Cemetery,Mount Pleasant Cemetery,,32.34764,-85.8019,S,CMTY,US,,AL,087,,,0,98,105,America/Chicago,2010-02-14
4047369,Bellefonte Cemetery,Bellefonte Cemetery,,34.71258,-85.9472,S,CMTY,US,,AL,071,,,0,183,184,America/Chicago,2006-01-15
4047370,Old Maddox Mine,Old Maddox Mine,,32.87846,-86.53248,S,MN,US,,AL,021,,,0,187,191,America/Chicago,2006-01-15
4047371,Bellefonte Depot (historical),Bellefonte Depot (historical),,34.74231,-85.95692,S,,US,,AL,071,,,0,202,205,America/Chicago,2010-02-14
4047372,New Zion Baptist Church,New Zion Baptist Church,,32.85013,-85.23717,S,CH,US,,AL,017,,,0,216,219,America/Chicago,2006-01-15
4047373,Bellefonte Island,Bellefonte Island,"Bellefonte Island,Caldwell Island",34.71897,-85.89692,T,ISL,US,,AL,071,,,0,182,190,America/Chicago,2010-02-14
4047374,Northwest Alabama Regional Airport,Northwest Alabama Regional Airport,"Aeroportul Regional Northwest Alabama,KMSL,MSL,Muscle Shoals Airport,Muscle Shoals Regional Airport,Northwest Alabama Regional Airport,Northwest Alabama de yu kong gang,Northwest Alabama地域空港,a la ba ma xi bei de fang ji chang,aerodrome de Northwest Alabama Rgnl,aérodrome de Northwest Alabama Rgnl,mtar shmal ghrb alabama alaqlymy,فرودگاه منطقه‌ای نورث‌وست آلاباما,مطار شمال غرب الاباما الاقليمى,阿拉巴馬西北地方機場",34.74509,-87.61003,S,AIRP,US,,AL,033,,,0,165,163,America/Chicago,2017-08-07
4047375,Bellefonte Landing (historical),Bellefonte Landing (historical),,34.69592,-85.92331,S,,US,,AL,071,,,0,181,186,America/Chicago,2010-02-14
4047376,New Hope,New Hope,,34.31537,-86.8625,P,PPL,US,,AL,103,,,0,305,304,America/Chicago,2010-02-19
4047377,Bellehurst,Bellehurst,,32.38014,-86.23747,P,PPLX,US,,AL,101,,,0,88,95,America/Chicago,2007-02-14
4047378,Oaks Chapel,Oaks Chapel,"Oaks Chapel,Oaks Chapel Church",33.13178,-85.99524,S,CH,US,,AL,027,,,0,287,287,America/Chicago,2007-02-14
4047379,Bellemeade,Bellemeade,"Bellemeade,Belmeade",34.84786,-87.59503,P,PPL,US,,AL,077,,,0,189,189,America/Chicago,2006-01-15
4047380,Nitrate City,Nitrate City,,34.75731,-87.55975,P,PPL,US,,AL,033,,,0,174,171,America/Chicago,2006-01-15
4047381,Bellemeade,Bellemeade,,34.75759,-86.57055,P,PPLX,US,,AL,089,,,0,219,220,America/Chicago,2007-02-14
4047382,Noel Cemetery,Noel Cemetery,,30.63991,-88.18806,S,CMTY,US,,AL,097,,,0,56,60,America/Chicago,2010-02-14
4047383,Bellemeade,Bellemeade,,32.29875,-86.25024,P,PPLX,US,,AL,101,,,0,64,66,America/Chicago,2007-02-14
4047384,Randolph Post Office,Randolph Post Office,,32.89929,-86.91249,S,PO,US,,AL,007,,,0,170,175,America/Chicago,2006-01-15
4047385,Belleview (historical),Belleview (historical),"Belleview (historical),Bellevue",34.8112,-87.40974,P,PPLQ,US,,AL,077,,,0,155,157,America/Chicago,2011-12-11
4047386,Piney Ridge Church,Piney Ridge Church,,34.03677,-87.21751,S,CH,US,,AL,133,,,0,228,231,America/Chicago,2006-01-15
4047387,Belleview Cemetery,Belleview Cemetery,,34.80592,-86.4611,S,CMTY,US,,AL,089,,,0,223,222,America/Chicago,2006-01-15
4047388,Pane (historical),Pane (historical),,34.58065,-87.57919,P,PPLQ,US,,AL,033,,,0,194,197,America/Chicago,2011-12-11
4047389,Belleview Plantation (historical),Belleview Plantation (historical),,33.45289,-86.05691,S,,US,,AL,121,,,0,188,186,America/Chicago,2010-02-14
4047390,Osco,Osco,,31.87711,-85.23577,P,PPL,US,,AL,005,,,0,133,144,America/Chicago,2006-01-15
4047391,Belleview School (historical),Belleview School (historical),,32.9404,-87.82557,S,SCH,US,,AL,063,,,0,65,77,America/Chicago,2010-02-14
4047392,Oxford Middle School,Oxford Middle School,,33.59455,-85.8683,S,SCH,US,,AL,015,,,0,193,194,America/Chicago,2006-01-15
4047393,Belleview United Methodist Church,Belleview United Methodist Church,,34.03732,-86.01164,S,CH,US,,AL,055,,,0,273,273,America/Chicago,2010-02-14
4047394,Piney Grove Cemetery,Piney Grove Cemetery,,34.92953,-87.64919,S,CMTY,US,,AL,077,,,0,201,205,America/Chicago,2006-01-15
4047395,Belleville,Belleville,"Belleville,Bellville,The Ponds",31.42989,-87.10914,P,PPL,US,,AL,035,,,0,133,137,America/Chicago,2006-01-15
4047396,Payneville,Payneville,,32.61347,-88.3467,P,PPL,US,,AL,119,,,0,58,64,America/Chicago,2006-01-15
4047397,Belleville Cemetery,Belleville Cemetery,,31.43572,-87.10664,S,CMTY,US,,AL,035,,,0,122,126,America/Chicago,2006-01-15
4047398,Penn,Penn,,34.35621,-87.08334,P,PPL,US,,AL,103,,,0,192,192,America/Chicago,2006-01-15
4047399,Belleville Church,Belleville Church,,31.43544,-87.10692,S,CH,US,,AL,035,,,0,120,126,America/Chicago,2006-01-15
4047400,Radford,Radford,"Radford,Radfordsville,Radfordville,Richardson Store",32.5893,-87.2,P,PPL,US,,AL,105,,,0,49,48,America/Chicago,2006-01-15
4047401,Belleville Church,Belleville Church,,31.42933,-87.11081,S,CH,US,,AL,035,,,0,128,136,America/Chicago,2010-02-14
4047402,Pleasant View Church,Pleasant View Church,,32.59652,-85.23966,S,CH,US,,AL,081,,,0,211,219,America/Chicago,2006-01-15
4047403,Belleville Church,Belleville Church,,31.43378,-87.10831,S,CH,US,,AL,035,,,0,119,130,America/Chicago,2006-01-15
4047404,Plateau,Plateau,"AfricaTown USA,Africatown",30.73562,-88.06063,P,PPL,US,,AL,097,,,2000,10,14,America/Chicago,2024-04-16
4047405,Belleville Elementary School (historical),Belleville Elementary School (historical),,31.42961,-87.10664,S,SCH,US,,AL,035,,,0,133,137,America/Chicago,2006-01-15
4047406,Pleasant Hill,Pleasant Hill,"Pleasant Hill,Pleasant Vale",31.93015,-88.21446,P,PPL,US,,AL,023,,,0,90,99,America/Chicago,2010-02-14
4047407,Belleville Fork Church,Belleville Fork Church,"Belleville Faulk Church,Belleville Fork Church",31.42961,-87.0922,S,CH,US,,AL,035,,,0,108,118,America/Chicago,2010-02-14
4047408,Pumphouse Bend,Pumphouse Bend,,34.05538,-86.68805,H,STMB,US,,AL,043,,,0,172,168,America/Chicago,2010-02-14
4047409,Belleville Lookout Tower,Belleville Lookout Tower,,31.45739,-87.10776,S,TOWR,US,,AL,035,,,0,126,139,America/Chicago,2006-01-15
4047410,Polkville (historical),Polkville (historical),,33.7201,-85.96525,P,PPLQ,US,,AL,015,,,0,189,191,America/Chicago,2011-12-11
4047411,Bellevue,Bellevue,,32.43764,-87.38028,P,PPL,US,,AL,047,,,0,52,52,America/Chicago,2006-01-15
